"","lat","lng","class","info","height"
"782",38.05305,30.70194,"Green","Barla Dagi - 2800m",2800
"783",12.15583,103.04333,"LightGreen","Phnum Samkos - 1750m",1750
"784",27.9725,86.43166,"Red","Menlungtse - 7181m",7181
"785",35.925,76.175,"Red","Karpogo Sar I - 7038m",7038
"786",30.21416,80.4275,"Orange","Panch Chuli - 6904m",6904
"787",28.03416,88.54583,"Orange","Chomo Yummo - 6829m",6829
"788",35.85916,76.83416,"Orange","Burnag Kangri - 6821m",6821
"789",38.565,71.52416,"Yellow","Qullai Arnavad - 5992m",5992
"790",34.29111,75.79027,"Yellow","Pt. 5980 - 5980m",5980
"791",30.26805,101.96333,"Yellow","Pt. 5704 - 5704m",5704
"792",34.6225,76.24583,"Yellow","Junkor - 5373m",5373
"793",38.97083,70.665,"Blue","Petra Pervogo Range HP - 4744m",4744
"794",-3.525,138.59166,"DeepGreen","Angemuk - 3949m",3949
"795",36.775,44.91916,"DeepGreen","Cheekha Dar - 3611m",3611
"796",37.78861,66.55583,"DeepGreen","Airibaba - 3138m",3138
"797",28.095,55.99,"Green","Kuh-e Ja'in - 2980m",2980
"798",35.2375,46.22,"Green","Kuh-e Takht - 2975m",2975
"799",22.66166,104.6025,"Green","Kiou Leou Ti - 2402m",2402
"800",12.82083,121.17333,"Green","Mt. Baco - 2364m",2364
"801",0.93833,121.77666,"Green","Huidu Tentolomatinan - 2230m",2230
"802",38.32333,28.1025,"Green","Boz Dag - 2156m",2156
"803",37.8325,139.65916,"Green","Dainiti Dake - 2128m",2128
"804",2.25083,113.7175,"Green","Bukit Batu - 2040m",2040
"805",25.955,96.07083,"LightGreen","Mawhpung Bum - 1874m",1874
"806",5.42916,100.86666,"LightGreen","Gunung Bintang - 1862m",1862
"807",24.8925,111.16666,"LightGreen","Yinding Shan - 1857m",1857
"808",23.38583,108.50333,"LightGreen","Daming Shan - 1785m",1785
"809",-0.42333,111.295,"LightGreen","Gunung Saran - 1758m",1758
"810",-5.30833,121.95583,"LightGreen","Gunung Sambapolulu - 1570m",1570
"811",0.48833,123.675,"LightGreen","Huidu Matabulawa - 1964m",1964
"812",12.76916,124.05666,"LightGreen","Bulusan Volcano - 1565m",1565
"813",30.7775,52.75,"DeepGreen","Kuh-e Bul - 3943m",3943
"814",1.37833,127.53416,"LightGreen","Gunung Gamkonora - 1560m",1560
"815",39.7925,39.77083,"DeepGreen","Kesis Dagi - 3546m",3546
"816",36.6725,72.23166,"Red","Akher Chioh - 7017m",7017
"817",29.88333,81.04083,"Orange","Jethi Bahurani - 6850m",6850
"818",28.1975,91.865,"Orange","Kazi Razi - 6505m",6505
"819",38.2675,72.71333,"Yellow","Pt. 5858.8 - 5859m",5859
"820",39.3475,98.20166,"Yellow","Pt. 5350� - 5350m",5350
"821",26.88333,99.61083,"Blue","Laotzyunshan - 4500m",4500
"822",31.91,50.365,"DeepGreen","Kuh-e Gereh - 3990m",3990
"823",28.97833,103.26583,"DeepGreen","Yaoji Shan - 3590m",3590
"824",25.5975,94.06666,"DeepGreen","Japvo - 3014m",3014
"825",4.81,96.81666,"Green","Bur ni Geureudong - 2880m",2880
"826",36.88916,32.1725,"Green","Geyik Daglari - 2877m",2877
"827",37.75444,30.725,"Green","Davraz Tepe - 2635m",2635
"828",-3.39166,102.3425,"Green","Gunung Daun - 2493m",2493
"829",1.72083,109.66833,"LightGreen","Gunung Rumput - 1590m",1590
"830",38.02833,37.48666,"DeepGreen","Killi Tepe - 3075m",3075
"831",34.94111,78.1825,"Orange","Kataklik Kangri - 6897m",6897
"832",41.09722,33.86333,"Green","Ilgaz Daglari - 2587m",2587
"833",14.01333,122.7875,"LightGreen","Mt. Labo - 1544m",1544
"834",36.3375,101.20083,"Blue","Riyue Shan HP - 4890m",4890
"835",35.75833,76.65333,"DarkRed","Gasherbrum II - 8034m",8034
"836",28.25638,85.51666,"Red","Langtang Lirung - 7227m",7227
"837",33.67583,76.30472,"Orange","Doda - 6573m",6573
"838",29.9525,90.53833,"Orange","Beu-tse - 6270m",6270
"839",30.32083,94.32,"Orange","Pulong - 6310m",6310
"840",38.23333,71.8,"Orange","Qullai Vudor - 6132m",6132
"841",37.66666,72.70833,"Yellow","Gora Bogchigir - 5800m",5800
"842",34.16388,75.33,"Yellow","Kolahoi - 5425m",5425
"843",40.84916,70.34333,"DeepGreen","Gora Boboiob - 3770m",3770
"844",-3.96916,136.195,"DeepGreen","Deyjay - 3340m",3340
"845",28.13916,61.82666,"Green","Geli Kuh - 2995m",2995
"846",41.495,71.8925,"Green","Buzbu Too - 2875m",2875
"847",31.5925,57.03333,"Green","Kuh-e Denband - 2777m",2777
"848",27.19416,54.53916,"Green","Kuh-e Par-e Lavar - 2209m",2209
"849",10.94,76.6325,"Green","Elivai Malai - 2088m",2088
"850",33.855,134.09555,"LightGreen","Tsurugi-san - 1955m",1955
"851",27.89333,119.18666,"LightGreen","Huangmao Jian - 1930m",1930
"852",25.55916,110.96166,"LightGreen","Baojie Ling - 1930m",1930
"853",43.63694,103.77305,"Green","Dund Sayhni Nuru - 2825m",2825
"854",35.37083,133.53916,"LightGreen","Daisen - 1729m",1729
"855",35.65166,82.3125,"Orange","Chung Muztagh - 6962m",6962
"856",35.99666,76.76833,"Orange","Durbin Kangri - 6824m",6824
"857",33.49583,91.1675,"Orange","Geladaindong - 6621m",6621
"858",35.99416,81.5925,"Orange","Kotaklik Shan - 6580m",6580
"859",33.66166,67.62583,"Blue","Kuh-e Sefid - 4750m",4750
"860",34.14916,69.41583,"Blue","Kuh-e Soltan Saheb - 4270m",4270
"861",32.56833,49.56333,"DeepGreen","Kuh-e Menar - 3750m",3750
"862",35.9425,53.325,"DeepGreen","Kuh-e Nozva - 3730m",3730
"863",34.68666,47.625,"DeepGreen","Kuh-e Dala Khani - 3320m",3320
"864",31.12583,50.27583,"DeepGreen","Kuh-e Raziyeh - 3120m",3120
"865",37.03333,57.9,"DeepGreen","Kuh-e Patu - 3070m",3070
"866",7.955,124.8025,"Green","Kalatungan Mountains - 2880m",2880
"867",38.54916,140.02583,"LightGreen","Gas-san - 1984m",1984
"868",8.58583,77.26666,"LightGreen","Agastya Malai - 1869m",1869
"869",30.10083,118.86166,"LightGreen","Qingliang Feng - 1787m",1787
"870",39.53666,39.5425,"DeepGreen","Akbaba Tepesi - 3457m",3457
"871",23.3175,93.76166,"Green","Kennedy Peak - 2703m",2703
"872",40.07361,29.21777,"Green","Uludag Tepe - 2543m",2543
"873",23.36166,103.90666,"Green","Yanyanpo - 2990m",2990
"874",38.03833,95.32416,"Yellow","Qaidam Shan - 5759m",5759
"875",38.78583,45.85666,"DeepGreen","Kiyamaki Dagh - 3358m",3358
"876",28.8925,98.96666,"Yellow","Tsa-Leh Xueshan - 5534m",5534
"877",36.67,47.3,"DeepGreen","Kuh-e Belqeys - 3332m",3332
"878",37.89833,111.49166,"Green","Guandi Shan - 2810m",2810
"879",41.88333,71.6,"Blue","Khrebet Chatkalskiy HP - 4503m",4503
"880",34.80416,77.805,"Red","Saser Kangri II - 7513m",7513
"881",35.51666,76.8,"Red","Ghent Kongri - 7401m",7401
"882",27.98333,88.64583,"Orange","Khangchengyao - 6889m",6889
"883",30.30333,93.64916,"Orange","Nenang - 6870m",6870
"884",37.59916,72.2275,"Yellow","Pik Skalistyy - 5707m",5707
"885",35.48583,69.61083,"Yellow","Kuh-e Kokzaro Zaghicha - 5126m",5126
"886",35.34416,72.3675,"Yellow","Chambargahai - 5001m",5001
"887",40.92833,74.875,"Blue","Gory Dzhamantau - 4737m",4737
"888",34.91583,73.23583,"Blue","Sukai Sar - 4688m",4688
"889",36.245,69.44166,"Blue","Kuh-e Mogholan - 4331m",4331
"890",32.9625,50.51333,"DeepGreen","Kuh-e Darabshah - 3900m",3900
"891",4.915,96.32833,"Green","Peuet Sague - 2801m",2801
"892",19.12833,103.80583,"Green","Phou Samsoum - 2625m",2625
"893",35.77333,45.23083,"Green","Shak-i Pira Magrun - 2624m",2624
"894",0.70583,120.88833,"Green","Ibuyule Malino - 2410m",2410
"895",27.88,84.49583,"Green","Pt. 2140 - 2140m",2140
"896",27.63916,35.7475,"LightGreen","Jebel Shar - 1990m",1990
"897",39.55833,141.4875,"LightGreen","Hayachine-san - 1914m",1914
"898",4.68,100.80666,"LightGreen","Gunung Bubu - 1657m",1657
"899",6.74,126.18166,"LightGreen","Mt. Hamiguitan - 1620m",1620
"900",-8.39416,118.54333,"LightGreen","Doro Oromboha - 1605m",1605
"901",25.6825,118.18583,"LightGreen","Daiyun Shan - 1849m",1849
"902",37.69333,101.505,"Yellow","Lenglong Ling HP - 5254m",5254
"903",33.3975,78.44166,"Orange","Gangra Ri - 6489m",6489
"904",33.10666,64.20083,"Blue","Kuh-e Jang Qal'eh - 4171m",4171
"905",39.89666,42.64583,"DeepGreen","Kose Dagi - 3483m",3483
"906",35.84583,79.57416,"Orange","OIERLIZUOKE FENG - 6802m",6802
"907",32.9325,78.45666,"Orange","Lungser Kangri - 6666m",6666
"908",28.49833,85.15583,"Orange","Langbo Kangri - 6648m",6648
"909",36.69,77.73416,"Orange","Togras Kangri - 6447m",6447
"910",38.83916,72.305,"Orange","Pik Gorbundov - 6028m",6028
"911",37.34833,86.89333,"Yellow","Muzluktag - 5766m",5766
"912",29.93333,95.28916,"Yellow","KYAMUNA - 5590m",5590
"913",39.34083,74.02333,"Yellow","Markanta - 5535m",5535
"914",29.63083,101.27416,"Yellow","Pt. 5300� - 5300m",5300
"915",34.4,74.90833,"Yellow","Haramukh - 5142m",5142
"916",39.30666,95.60916,"Blue","Emanan Shan - 4930m",4930
"917",32.25166,76.4825,"Blue","Dhauladar Range HP - 4915m",4915
"918",25.67166,100.0925,"Blue","Diancang Shan HP - 4090m",4090
"919",36.53,44.67416,"Green","Jabal Karukh - 2672m",2672
"920",27.7775,55.86833,"Green","Kuh-e Boz - 2475m",2475
"921",11.4275,76.13083,"Green","Vavul Mala - 2339m",2339
"922",37.985,68.17,"Green","Gora Zarkasa - 2290m",2290
"923",20.07083,99.14166,"Green","Huamereng - 2285m",2285
"924",36.81,36.39166,"Green","Uzunziyaret Tepesi - 2240m",2240
"925",22.36666,102.68333,"Green","Phu Ta Tong - 2109m",2109
"926",16.18333,98.5275,"Green","Mulayit Taung - 2030m",2030
"927",26.75666,116.93,"LightGreen","Baishi Feng - 1847m",1847
"928",19.03583,109.5425,"LightGreen","Yingge Ling - 1815m",1815
"929",15.30166,106.40166,"LightGreen","Phou Phiamay - 1716m",1716
"930",13.48166,120.40333,"LightGreen","Mt. Calavite - 1520m",1520
"931",28.855,90.20416,"Orange","Kalurong - 6674m",6674
"932",28.855,93.2,"Orange","Pt. 6179 - 6179m",6179
"933",29.29583,101.90833,"Orange","Pt. 6079 - 6079m",6079
"934",38.56666,75.745,"Yellow","Pt. 5397 - 5397m",5397
"935",40.69666,74.09416,"Blue","Pt. 4385 - 4385m",4385
"936",31.675,51.02833,"DeepGreen","Kuh-e Hezar Darreh - 3880m",3880
"937",28.5675,58.22916,"DeepGreen","Kuh-e Jebal Barez - 3750m",3750
"938",31.4675,50.2675,"DeepGreen","Kuh-e Karun - 3613m",3613
"939",26.9925,101.835,"DeepGreen","Pt. 3430 - 3430m",3430
"940",30.555,56.35666,"DeepGreen","Kuh-e Gerdu - 3205m",3205
"941",23.43,99.21583,"Green","Pt. 2995 - 2995m",2995
"942",24.57333,97.96166,"Green","Lopula Range - 2640m",2640
"943",27.34333,53.87166,"Green","Kuh-e Gav Bast - 2165m",2165
"944",26.13583,110.8225,"Green","Zhenbao Ding - 2120m",2120
"945",12.695,108.94333,"Green","Chu Mu - 2000m",2000
"946",27.17583,110.30583,"LightGreen","Subao Ding - 1943m",1943
"947",9.24416,123.1775,"LightGreen","Cuernos de Negros - 1860m",1860
"948",29.36,114.595,"LightGreen","Jiugong Shan - 1640m",1640
"949",21.57333,105.54416,"LightGreen","Tam Dao Nord - 1592m",1592
"950",15.27916,43.97583,"DeepGreen","Jebel an Nabi Shu'ayb - 3666m",3666
"951",14.68,43.65666,"Green","Jibal Raymah - 2920m",2920
"952",12.57416,54.02083,"LightGreen","Hajhir - 1505m",1505
"953",35.53333,75.47083,"Yellow","B21  - 5828m",5828
"954",42.285,81.04333,"Orange","Pt. 6332 - 6332m",6332
"955",30.57861,94.46833,"Orange","Pt. 6692 - 6692m",6692
"956",28.27277,-16.64222,"DeepGreen","El Pico del Teide - 3718m",3718
"957",28.75472,-17.885,"Green","Roque de los Muchachos - 2423m",2423
"958",38.46888,-28.39888,"Green","Ponta do Pico - 2351m",2351
"959",71.08333,-8.15,"Green","Beerenberg  - 2277m",2277
"960",64.01583,-16.67472,"Green","Hvannadalshn�kur - 2110m",2110
"961",27.96388,-15.56583,"LightGreen","Pico de las Nieves - 1949m",1949
"962",32.76388,-16.92583,"LightGreen","Pico Ruivo  - 1861m",1861
"963",79.15138,16.80416,"LightGreen","Newtontoppen - 1717m",1717
"964",27.72888,-18.04055,"LightGreen","Pico Malpaso - 1501m",1501
"965",75.17555,57.825,"LightGreen","Novaya Zemlya HP - 1549m",1549
"966",65.03333,60.11666,"LightGreen","Gora Narodnaya  - 1894m",1894
"967",19.03,-97.27083,"Yellow","Pico de Orizaba  - 5636m",5636
"968",19.02333,-98.62666,"Yellow","Volc�n Popocatepetl - 5410m",5410
"969",19.56333,-103.60833,"Blue","Nevado de Colima - 4270m",4270
"970",17.46833,-100.1375,"DeepGreen","Cerro Tiotepec - 3550m",3550
"971",19.10166,-99.7675,"Blue","Vol. Nevado de Toluca - 4690m",4690
"972",16.21166,-96.19583,"DeepGreen","Cerro Nube Flan - 3710m",3710
"973",30.99083,-115.375,"DeepGreen","Cerro Picacho del Diablo - 3110m",3110
"974",19.23166,-98.0325,"Blue","Malinche - 4430m",4430
"975",18.72,-102.97333,"Green","Cerro las Conchas  - 2890m",2890
"976",26.12,-100.55666,"Green","Cerro Tia Chena  - 2630m",2630
"977",23.53916,-109.95416,"Green","Sierra de la Laguna HP - 2090m",2090
"978",25.36416,-100.5575,"DeepGreen","Cerro San Rafael  - 3710m",3710
"979",27.03416,-102.39166,"DeepGreen","Sierra la Madera HP - 3030m",3030
"980",21.43083,-99.1325,"Green","Cerro la Joya - 2930m",2930
"981",23.80083,-99.84666,"DeepGreen","Picacho San Onofre   - 3550m",3550
"982",16.58166,-95.80333,"Green","Cerro Sacamecate - 2830m",2830
"983",27.47,-112.59166,"LightGreen","Volc�n las Tres Virgenes - 1950m",1950
"984",19.41666,-102.31916,"DeepGreen","Cerro Tancitaro - 3850m",3850
"985",25.13666,-103.23,"DeepGreen","Cerro el Centinela - 3130m",3130
"986",17.1325,-96.0125,"DeepGreen","Cerro Zempoalt�petl - 3420m",3420
"987",18.34916,-94.8575,"LightGreen","Sierra de Santa Martha - 1690m",1690
"988",25.86333,-100.61277,"Green","Picachos el Fraile - 2390m",2390
"989",19.17888,-98.6425,"Yellow","Volc�n Iztaccihuatl - 5230m",5230
"990",19.555,-104.1475,"Green","Cerro las Capillas - 2890m",2890
"991",20.7875,-103.84666,"Green","Volc�n de Tequila - 2930m",2930
"992",26.3075,-100.46583,"Green","Sierra Gomas - 2210m",2210
"993",18.67333,-102.50333,"Green","Cerros Santa Elena - 2390m",2390
"994",16.76472,-94.45138,"Green","Cerro Atravesado - 2310m",2310
"995",26.41666,-101.70833,"Green","HP Sierra San Marcos - 2630m",2630
"996",24.57333,-99.07416,"LightGreen","Cerro el Hongo - 1810m",1810
"997",17.15916,-96.4175,"DeepGreen","Cerro Yatin - 3370m",3370
"998",17.13583,-97.66333,"DeepGreen","Cerro del Aguila - 3370m",3370
"999",19.80583,-100.59666,"DeepGreen","Cerro San Andres - 3600m",3600
"1000",58.90638,-137.52638,"Blue","Mt. Fairweather - 4671m",4671
"1001",51.37222,-125.26222,"Blue","Mt. Waddington - 4019m",4019
"1002",51.90166,-125.875,"DeepGreen","Monarch Mtn. - 3555m",3555
"1003",53.11,-119.15666,"DeepGreen","Mt. Robson - 3959m",3959
"1004",52.80138,-119.73138,"DeepGreen","Mt. Sir Wilfrid Laurier - 3516m",3516
"1005",51.65666,-117.8675,"DeepGreen","Mt. Sir Sandford - 3519m",3519
"1006",50.18777,-121.90333,"Green","Skihist Mtn. - 2968m",2968
"1007",57.39305,-132.30305,"DeepGreen","Mt. Ratz - 3090m",3090
"1008",50.55166,-118.13,"Green","Mt. Odin - 2970m",2970
"1009",52.38527,-118.94,"DeepGreen","Mt. Monashee - 3274m",3274
"1010",52.14722,-117.44138,"DeepGreen","Mt. Columbia - 3741m",3741
"1011",51.27166,-124.56833,"DeepGreen","Mt. Queen Bess - 3298m",3298
"1012",50.18138,-117.20416,"DeepGreen","Mt. Cooper - 3094m",3094
"1013",57.34638,-124.09277,"DeepGreen","Mt. Ulysses - 3024m",3024
"1014",50.13305,-122.79333,"Green","Wedge Mtn. - 2892m",2892
"1015",56.00666,-129.69277,"Green","Otter Mtn. - 2692m",2692
"1016",52.07,-126.95944,"Green","Kwatna Peak - 2290m",2290
"1017",49.66277,-125.74722,"Green","Golden Hinde - 2195m",2195
"1018",51.59111,-124.68583,"DeepGreen","Razorback Mtn. - 3183m",3183
"1019",57.39472,-131.48527,"Green","Ambition Mtn. - 2953m",2953
"1020",50.48861,-116.48694,"DeepGreen","Mt. Farnham - 3493m",3493
"1021",54.92833,-129.06,"Green","Oscar Peak - 2336m",2336
"1022",50.87,-115.65,"DeepGreen","Mt. Assiniboine - 3616m",3616
"1023",56.33722,-129.98166,"Green","Mt. Jancowski - 2729m",2729
"1024",49.78333,-117.62666,"Green","Gladsheim Peak - 2830m",2830
"1025",51.15138,-117.42055,"DeepGreen","Mt. Dawson - 3377m",3377
"1026",54.275,-129.05638,"Green","Mt. Valpy - 2219m",2219
"1027",52.66833,-118.05666,"DeepGreen","Mt. Edith Cavell - 3363m",3363
"1028",53.14222,-127.47722,"Green","Chatsquot Mtn. - 2365m",2365
"1029",59.41861,-136.76527,"Green","Buckwell Peak - 2721m",2721
"1030",55.22944,-128.87222,"Green","Mt. Priestley - 2359m",2359
"1031",53.00722,-127.24,"Green","Sharks Teeth Peaks - 2304m",2304
"1032",59.84222,-137.58555,"Green","Detour Peak - 2550m",2550
"1033",NA,51.20166,"DeepGreen","Mt. Goodsir - 3567m",3567
"1034",49.16305,-121.24972,"Green","Silvertip Mtn. - 2596m",2596
"1035",54.9675,-128.23194,"Green","Seven Sisters Peaks - 2747m",2747
"1036",52.25333,-126.515,"Green","Mt. Saugstad - 2908m",2908
"1037",50.05472,-126.10083,"Green","Victoria Peak - 2163m",2163
"1038",55.07388,-127.57416,"Green","Brian Boru Peak - 2507m",2507
"1039",54.41861,-127.74388,"Green","Howson Peak - 2759m",2759
"1040",53.93972,-128.04555,"Green","Atna Peak - 2724m",2724
"1041",53.02166,-126.64,"Green","Tsaydaychuz Peak - 2758m",2758
"1042",55.93916,-127.48,"Green","Shedin Peak - 2588m",2588
"1043",50.51111,-122.62083,"Green","Birkenhead Peak - 2506m",2506
"1044",50.06055,-115.2075,"DeepGreen","Mt. Harrison - 3360m",3360
"1045",57.77527,-132.33527,"Green","Chutine Peak - 2910m",2910
"1046",53.93583,-120.38694,"DeepGreen","Mt. Sir Alexander - 3275m",3275
"1047",51.57444,-116.26027,"DeepGreen","Mt. Hector - 3394m",3394
"1048",53.13694,-119.26666,"DeepGreen","Whitehorn Mtn. - 3399m",3399
"1049",53.39694,-119.41722,"DeepGreen","Mt. Chown - 3316m",3316
"1050",49.24083,-116.8225,"Green","Kootenay Mtn. - 2456m",2456
"1051",57.92694,-126.84833,"Green","Thudaka Peak - 2748m",2748
"1052",57.71611,-130.63388,"Green","Mt. Edziza - 2780m",2780
"1053",49.74611,-117.14194,"Green","Cond Peak - 2801m",2801
"1054",58.47777,-133.36111,"Green","Sittakanay Peak - 2415m",2415
"1055",58.72972,-133.84083,"Green","Devils Paw - 2593m",2593
"1056",51.20472,-119.23527,"Green","Pukeashun Mtn. - 2301m",2301
"1057",52.55138,-126.37027,"Green","Thunder Mtn. - 2664m",2664
"1058",50.76527,-118.84305,"Green","Morton Peak - 2245m",2245
"1059",52.35416,-120.53277,"Green","Mt. Perseus - 2553m",2553
"1060",50.52888,-123.38083,"Green","Overseer Mtn. - 2749m",2749
"1061",52.32111,-127.30666,"LightGreen","King Island HP - 1679m",1679
"1062",52.09166,-126.01666,"DeepGreen","Talchako Mtn. - 3037m",3037
"1063",58.13888,-132.93472,"Green","Whiting Peak - 2524m",2524
"1064",50.19527,-118.22888,"Green","The Pinnacles - 2573m",2573
"1065",55.54388,-127.48638,"Green","Mt. Thomlinson - 2451m",2451
"1066",58.71666,-133.23,"Green","Mt. Lester Jones - 2408m",2408
"1067",52.63555,-118.61666,"DeepGreen","Jeanette Peak - 3089m",3089
"1068",58.5875,-127.96222,"Green","Sharktooth Mtn. - 2668m",2668
"1069",50.1725,-117.9,"Green","Upper Saddle Mtn. - 2330m",2330
"1070",51.86,-116.93166,"DeepGreen","Mt. Forbes - 3617m",3617
"1071",49.50722,-122.32194,"Green","Mt. Judge Howay - 2262m",2262
"1072",60.08416,-136.01361,"Green","Mt. Porsild - 2540m",2540
"1073",56.23388,-129.6575,"Green","Mt. Pattullo - 2727m",2727
"1074",51.38416,-123.86416,"DeepGreen","Mt. Tatlow - 3063m",3063
"1075",51.01722,-126.40611,"LightGreen","Corsan Peak - 1934m",1934
"1076",54.81166,-127.33972,"Green","Hudson Bay Mtn. - 2589m",2589
"1077",52.55,-117.91444,"DeepGreen","Mt. Fryatt - 3361m",3361
"1078",50.99222,-123.79027,"DeepGreen","Monmouth Mtn. - 3182m",3182
"1079",50.23166,-124.68611,"LightGreen","Mt. Addenbroke - 1591m",1591
"1080",50.46194,-125.18583,"LightGreen","Estero Peak - 1664m",1664
"1081",50.025,-126.6775,"LightGreen","Rugged Mtn. - 1875m",1875
"1082",50.62361,-122.26027,"Green","Mt. Seton - Cy5 - 2855m",2855
"1083",53.07111,-121.00888,"Green","Kaza Mtn. - 2543m",2543
"1084",54.93,-126.86388,"Green","Mt. Cronin - 2396m",2396
"1085",59.355,-137.16166,"Green","Basement Peak - 2706m",2706
"1086",55.39861,-127.94361,"Green","Kispiox Mtn. - 2096m",2096
"1087",58.08194,-124.46888,"Green","Mt. Sylvia - 2940m",2940
"1088",52.71305,-120.65083,"Green","Mt. Wotzke - 2597m",2597
"1089",55.93833,-123.42111,"Green","Mt. Crysdale - 2429m",2429
"1090",56.27111,-128.34,"Green","Vile Peak - 2189m",2189
"1091",56.37611,-130.19333,"Green","Unuk Peak - 2595m",2595
"1092",51.35083,-116.20583,"DeepGreen","Mt. Temple - 3540m",3540
"1093",50.71666,-122.50944,"Green","Whitecap Mtn. - 2918m",2918
"1094",51.4375,-119.95472,"Green","Dunn Pk. - 2636m",2636
"1095",54.05833,-120.32638,"DeepGreen","Mt. Ida - 3200m",3200
"1096",54.89166,-129.64722,"LightGreen","Mt.  Monkley - 1967m",1967
"1097",50.91694,-119.94083,"Green","Mt. Tod - 2155m",2155
"1098",52.32,-126.23666,"Green","The Horn - 2907m",2907
"1099",56.55166,-130.97333,"Green","Hubris Peak - 2445m",2445
"1100",50.335,-125.84083,"LightGreen","Hkusam Mtn. - 1645m",1645
"1101",50.52833,-115.20666,"DeepGreen","Mt. Joffre - 3433m",3433
"1102",49.64583,-122.25027,"Green","Robertson Peak - 2252m",2252
"1103",53.03777,-127.64138,"LightGreen","Kitlope Range HP - 1945m",1945
"1104",52.24722,-117.95805,"DeepGreen","Mt. Clemenceau - 3664m",3664
"1105",51.14166,-124.17166,"DeepGreen","Good Hope Mtn. - 3242m",3242
"1106",50.55666,-125.28305,"LightGreen","Mt. Van der Est - 1801m",1801
"1107",60.56666,-140.40388,"Yellow","Mt. Logan - 5959m",5959
"1108",60.29361,-140.92888,"Yellow","Mt. Saint Elias - 5489m",5489
"1109",61.02166,-140.46527,"Yellow","Mt. Lucania - 5226m",5226
"1110",60.35861,-139.69777,"Blue","Mt. Vancouver - 4812m",4812
"1111",63.43138,-130.32388,"Green","Keele Peak - 2972m",2972
"1112",60.03222,-137.59055,"Green","Alsek Peak - 2716m",2716
"1113",60.86805,-138.27638,"Green","Mt. Cairnes - 2810m",2810
"1114",60.67083,-137.61916,"Green","Mt. Martha Black - 2512m",2512
"1115",60.06972,-139.18777,"DeepGreen","Mt. Seattle - 3155m",3155
"1116",60.78388,-137.87388,"Green","Mt. Archibald - 2588m",2588
"1117",64.72722,-132.78027,"Green","Mt. Macdonald - 2760m",2760
"1118",60.47638,-137.17277,"Green","Dalton Range HP - 2329m",2329
"1119",63.13583,-135.63333,"Green","Grey Hunter Peak - 2214m",2214
"1120",61.87472,-127.68027,"Green","Mt. Nirvana - 2773m",2773
"1121",81.92666,-74.98666,"Green","Barbeau Peak - 2616m",2616
"1122",79.74,-91.4,"Green","Outlook Peak - 2210m",2210
"1123",66.54722,-65.42777,"Green","Mt. Odin - 2147m",2147
"1124",75.34777,-82.17388,"LightGreen","Devon Icecap HP - 1920m",1920
"1125",78.8,-79.5325,"Green","Ellesmere Peak - 2347m",2347
"1126",73.22833,-78.62083,"LightGreen","Angilaaq Mtn. - 1951m",1951
"1127",72.1825,-75.90666,"LightGreen","Qiajivik Mtn. - 1963m",1963
"1128",80.13666,-76.77,"Green","Pk. 08-46 - 2181m",2181
"1129",70.69416,-71.34166,"LightGreen","Ukpik Peak - 1809m",1809
"1130",66.5725,-65.075,"Green","Tupeq Mtn. - 2000m",2000
"1131",66.15166,-63.4925,"LightGreen","Pt. 1840 - 1840m",1840
"1132",70.79916,-71.65166,"LightGreen","Kisimngiuqtuq Peak - 1905m",1905
"1133",71.00166,-71.855,"LightGreen","Sillem Island HP - 1590m",1590
"1134",69.65666,-69.30833,"LightGreen","Pk. 39-18 - 1721m",1721
"1135",70.58,-70.72833,"LightGreen","Pk. 35-44 - 1562m",1562
"1136",66.5575,-62.02083,"LightGreen","Angna Mtn. - 1710m",1710
"1137",45.8325,6.86444,"Blue","Mont Blanc - 4808m",4808
"1138",37.75111,14.99583,"DeepGreen","Monte Etna - 3323m",3323
"1139",37.05444,-3.31,"DeepGreen","Pico del Mulhac�n - 3479m",3479
"1140",42.63222,0.65777,"DeepGreen","Pico de Aneto - 3404m",3404
"1141",42.38,8.94722,"Green","Monte Cinto - 2706m",2706
"1142",42.47,13.56722,"Green","Corno Grande - 2912m",2912
"1143",42.17972,23.58666,"Green","Musala - 2925m",2925
"1144",35.22666,24.7725,"Green","Psiloritis - 2456m",2456
"1145",47.07416,12.69444,"DeepGreen","Grossglockner - 3798m",3798
"1146",36.95388,22.35222,"Green","Profitis Ilias - 2404m",2404
"1147",61.63666,8.315,"Green","Galdh�piggen - 2469m",2469
"1148",49.16416,20.13583,"Green","Gerlach - 2655m",2655
"1149",40.08277,22.35111,"Green","Olympos Oros - 2919m",2919
"1150",46.53722,8.12611,"Blue","Finsteraarhorn - 4274m",4274
"1151",46.88694,10.8675,"DeepGreen","Wildspitze - 3768m",3768
"1152",46.38222,9.90805,"Blue","Piz Bernina - 4049m",4049
"1153",47.42194,13.0625,"Green","Hochk�nig - 2941m",2941
"1154",41.79111,20.54777,"Green","Golem Korab - 2764m",2764
"1155",45.93694,7.86694,"Blue","Dufourspitze - 4634m",4634
"1156",47.47527,13.60638,"Green","Hoher Dachstein - 2995m",2995
"1157",46.435,11.86277,"DeepGreen","Marmolada - 3343m",3343
"1158",45.34111,23.54055,"Green","Par�ngul Mare - 2519m",2519
"1159",44.66805,7.08888,"DeepGreen","Monte Viso - 3841m",3841
"1160",46.37805,13.83694,"Green","Triglav - 2864m",2864
"1161",45.59972,24.73611,"Green","Varful Moldoveanu - 2544m",2544
